AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,ST,PINCP
29.0,6.0,16.0,1.0,341.0,7.0,0.0,13.0,2.0,3.0,18.0,32319.0
55.0,5.0,21.0,1.0,5091.0,25.0,0.0,48.0,1.0,3.0,23.0,59788.0
57.0,3.0,20.0,5.0,3699.0,104.0,0.0,33.0,1.0,3.0,52.0,34452.0
39.0,1.0,22.0,5.0,6411.0,36.0,0.0,23.0,1.0,3.0,41.0,23405.0
29.0,1.0,21.0,1.0,6849.0,5.0,0.0,62.0,1.0,3.0,5.0,108300.0
41.0,1.0,19.0,1.0,3667.0,88.0,0.0,34.0,1.0,3.0,54.0,10745.0
50.0,5.0,15.0,5.0,4468.0,42.0,0.0,45.0,2.0,3.0,28.0,52145.0
18.0,3.0,18.0,5.0,7269.0,25.0,13.0,33.0,1.0,3.0,17.0,2486.0
42.0,3.0,20.0,1.0,7359.0,28.0,17.0,35.0,2.0,3.0,52.0,38367.0
39.0,6.0,18.0,5.0,8961.0,14.0,0.0,22.0,1.0,3.0,4.0,8683.0
32.0,1.0,19.0,3.0,1002.0,96.0,0.0,28.0,1.0,3.0,29.0,60673.0
46.0,3.0,21.0,4.0,2631.0,4.0,1.0,38.0,1.0,3.0,17.0,5979.0
42.0,3.0,21.0,3.0,266.0,176.0,0.0,28.0,1.0,3.0,31.0,33951.0
52.0,1.0,16.0,1.0,3381.0,72.0,0.0,51.0,1.0,3.0,19.0,32048.0
51.0,3.0,19.0,2.0,171.0,56.0,0.0,28.0,1.0,3.0,34.0,59359.0
31.0,1.0,18.0,3.0,3039.0,21.0,0.0,47.0,1.0,3.0,47.0,89417.0
64.0,1.0,17.0,1.0,8982.0,9.0,15.0,47.0,2.0,3.0,21.0,40691.0
35.0,7.0,20.0,1.0,4487.0,22.0,17.0,52.0,2.0,3.0,55.0,39363.0
29.0,1.0,19.0,5.0,1432.0,6.0,0.0,38.0,1.0,3.0,4.0,27416.0
23.0,1.0,18.0,5.0,7337.0,28.0,0.0,35.0,1.0,3.0,21.0,568.0
27.0,1.0,18.0,1.0,4323.0,8.0,11.0,40.0,1.0,3.0,53.0,18344.0
22.0,5.0,19.0,4.0,1576.0,54.0,0.0,42.0,2.0,3.0,9.0,19710.0
43.0,7.0,20.0,5.0,1481.0,31.0,0.0,43.0,2.0,3.0,38.0,55614.0
30.0,1.0,16.0,5.0,7025.0,12.0,10.0,36.0,2.0,3.0,49.0,6310.0
27.0,3.0,13.0,1.0,9025.0,92.0,3.0,35.0,1.0,3.0,33.0,11511.0
28.0,3.0,20.0,5.0,4388.0,18.0,0.0,45.0,2.0,3.0,29.0,82126.0
40.0,3.0,14.0,5.0,3828.0,10.0,0.0,30.0,2.0,3.0,22.0,3734.0
48.0,1.0,11.0,1.0,8798.0,4.0,10.0,54.0,1.0,3.0,29.0,36634.0
41.0,1.0,16.0,1.0,849.0,8.0,0.0,34.0,1.0,3.0,43.0,111296.0
43.0,1.0,17.0,5.0,3306.0,72.0,5.0,47.0,2.0,3.0,55.0,12727.0
39.0,1.0,19.0,3.0,6238.0,5.0,0.0,43.0,2.0,3.0,52.0,9092.0
69.0,3.0,22.0,5.0,1954.0,174.0,0.0,44.0,2.0,3.0,56.0,65062.0
57.0,1.0,19.0,1.0,1962.0,20.0,0.0,36.0,2.0,3.0,41.0,50625.0
60.0,5.0,18.0,5.0,3283.0,154.0,0.0,38.0,2.0,3.0,11.0,82929.0
68.0,3.0,19.0,2.0,5555.0,7.0,0.0,44.0,1.0,3.0,29.0,156886.0
51.0,1.0,22.0,1.0,2937.0,4.0,0.0,43.0,1.0,3.0,27.0,97866.0
36.0,1.0,17.0,5.0,5982.0,55.0,13.0,45.0,1.0,3.0,34.0,66179.0
35.0,5.0,13.0,3.0,3564.0,5.0,0.0,34.0,2.0,3.0,14.0,1009.0
34.0,3.0,16.0,1.0,9458.0,19.0,17.0,21.0,1.0,3.0,3.0,3481.0
50.0,5.0,16.0,5.0,3940.0,4.0,0.0,33.0,2.0,3.0,7.0,14476.0
40.0,5.0,19.0,5.0,801.0,187.0,0.0,59.0,2.0,3.0,35.0,19525.0
18.0,1.0,17.0,5.0,6797.0,15.0,9.0,41.0,2.0,3.0,55.0,15629.0
37.0,5.0,12.0,1.0,7676.0,9.0,13.0,17.0,1.0,3.0,4.0,22908.0
21.0,2.0,20.0,5.0,7048.0,4.0,1.0,31.0,1.0,3.0,49.0,2956.0
25.0,1.0,19.0,1.0,7192.0,4.0,0.0,37.0,2.0,3.0,4.0,11231.0
44.0,3.0,19.0,1.0,6664.0,42.0,0.0,49.0,1.0,3.0,21.0,36459.0
35.0,1.0,15.0,3.0,6861.0,19.0,0.0,23.0,1.0,3.0,14.0,50400.0
39.0,1.0,19.0,5.0,7139.0,11.0,0.0,44.0,1.0,3.0,33.0,55128.0
28.0,1.0,13.0,3.0,7452.0,39.0,1.0,43.0,1.0,3.0,33.0,52503.0
36.0,2.0,18.0,1.0,2903.0,107.0,0.0,32.0,2.0,3.0,30.0,15464.0
28.0,1.0,12.0,1.0,7635.0,45.0,10.0,28.0,2.0,3.0,45.0,16929.0
52.0,6.0,19.0,1.0,2364.0,5.0,0.0,30.0,1.0,3.0,24.0,26352.0
58.0,1.0,21.0,1.0,252.0,5.0,0.0,19.0,1.0,3.0,35.0,13363.0
68.0,1.0,16.0,5.0,3996.0,97.0,16.0,17.0,2.0,3.0,56.0,32636.0
51.0,6.0,19.0,3.0,6324.0,62.0,0.0,70.0,1.0,3.0,36.0,67030.0
31.0,1.0,13.0,2.0,7098.0,5.0,4.0,14.0,2.0,3.0,3.0,14748.0
48.0,1.0,15.0,1.0,2918.0,56.0,1.0,44.0,2.0,3.0,51.0,40401.0
52.0,1.0,17.0,5.0,4770.0,25.0,0.0,32.0,1.0,3.0,27.0,19083.0
35.0,1.0,21.0,1.0,9055.0,4.0,17.0,48.0,1.0,3.0,25.0,127346.0
56.0,1.0,18.0,5.0,8732.0,263.0,0.0,36.0,1.0,3.0,32.0,11548.0
25.0,4.0,19.0,1.0,6247.0,220.0,0.0,31.0,1.0,3.0,5.0,43902.0
26.0,4.0,17.0,1.0,4699.0,11.0,2.0,34.0,2.0,3.0,31.0,9974.0
43.0,1.0,17.0,1.0,1687.0,8.0,11.0,58.0,1.0,3.0,53.0,111850.0
49.0,1.0,21.0,5.0,4614.0,91.0,0.0,44.0,2.0,3.0,50.0,78177.0
47.0,1.0,17.0,5.0,3421.0,30.0,0.0,47.0,1.0,3.0,29.0,55304.0
59.0,3.0,20.0,3.0,3125.0,30.0,0.0,29.0,2.0,3.0,12.0,74288.0
64.0,3.0,16.0,4.0,6052.0,14.0,0.0,48.0,2.0,3.0,16.0,35318.0
63.0,1.0,15.0,5.0,9447.0,18.0,5.0,47.0,1.0,3.0,25.0,16002.0
32.0,2.0,17.0,3.0,4216.0,13.0,1.0,39.0,1.0,3.0,52.0,95823.0
46.0,6.0,23.0,5.0,892.0,47.0,0.0,56.0,1.0,3.0,39.0,70200.0
30.0,2.0,18.0,1.0,4915.0,98.0,0.0,36.0,1.0,3.0,53.0,78222.0
52.0,3.0,15.0,1.0,1540.0,4.0,0.0,30.0,2.0,3.0,2.0,24893.0
68.0,3.0,18.0,5.0,6718.0,9.0,0.0,38.0,2.0,3.0,42.0,55969.0
53.0,5.0,14.0,2.0,4438.0,6.0,0.0,66.0,2.0,3.0,2.0,34198.0
41.0,1.0,20.0,1.0,7199.0,32.0,10.0,41.0,1.0,3.0,54.0,11784.0
27.0,3.0,15.0,3.0,3229.0,61.0,1.0,60.0,1.0,3.0,40.0,7931.0
62.0,3.0,15.0,1.0,6798.0,207.0,5.0,45.0,2.0,3.0,25.0,102051.0
63.0,1.0,19.0,4.0,9425.0,8.0,0.0,40.0,2.0,3.0,36.0,134954.0
38.0,1.0,17.0,5.0,3191.0,4.0,10.0,27.0,2.0,3.0,28.0,6562.0
31.0,1.0,19.0,5.0,581.0,34.0,0.0,49.0,1.0,3.0,35.0,12847.0
24.0,1.0,15.0,3.0,8589.0,6.0,0.0,47.0,1.0,3.0,11.0,31746.0
36.0,1.0,16.0,5.0,8145.0,94.0,7.0,40.0,1.0,3.0,13.0,46637.0
47.0,3.0,18.0,1.0,837.0,35.0,0.0,64.0,2.0,3.0,29.0,47153.0
66.0,1.0,13.0,5.0,9028.0,5.0,0.0,30.0,2.0,3.0,8.0,2921.0
35.0,1.0,20.0,3.0,4775.0,114.0,14.0,37.0,1.0,3.0,56.0,26767.0
32.0,3.0,18.0,3.0,6073.0,17.0,0.0,39.0,2.0,3.0,31.0,2969.0
