AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,ST,PINCP
72.0,1.0,16.0,3.0,410.0,6.0,0.0,30.0,2.0,3.0,6.0,40000.0
57.0,5.0,19.0,5.0,5860.0,4.0,0.0,40.0,2.0,3.0,4.0,48000.0
20.0,1.0,16.0,5.0,9365.0,40.0,2.0,32.0,1.0,3.0,40.0,7970.0
51.0,3.0,22.0,5.0,750.0,20.0,0.0,45.0,1.0,3.0,20.0,105000.0
23.0,1.0,19.0,1.0,4020.0,303.0,0.0,8.0,2.0,3.0,47.0,400.0
35.0,3.0,19.0,4.0,2310.0,35.0,2.0,35.0,1.0,3.0,35.0,23000.0
60.0,1.0,17.0,3.0,8225.0,55.0,0.0,40.0,1.0,3.0,55.0,30000.0
32.0,3.0,22.0,1.0,6720.0,53.0,1.0,40.0,1.0,3.0,53.0,40000.0
50.0,6.0,16.0,2.0,8365.0,35.0,0.0,52.0,2.0,3.0,35.0,7000.0
24.0,1.0,19.0,5.0,9645.0,6.0,2.0,40.0,2.0,3.0,48.0,16200.0
50.0,1.0,13.0,5.0,4230.0,30.0,17.0,40.0,2.0,3.0,30.0,18000.0
68.0,5.0,16.0,3.0,230.0,30.0,0.0,40.0,1.0,3.0,41.0,229000.0
30.0,1.0,16.0,5.0,205.0,27.0,2.0,45.0,1.0,3.0,27.0,12000.0
29.0,1.0,17.0,5.0,5165.0,4.0,2.0,40.0,1.0,3.0,53.0,40000.0
61.0,1.0,16.0,1.0,6200.0,40.0,0.0,60.0,1.0,3.0,48.0,12000.0
27.0,3.0,16.0,1.0,1910.0,32.0,0.0,40.0,1.0,3.0,32.0,22000.0
45.0,6.0,16.0,3.0,4655.0,303.0,6.0,32.0,2.0,3.0,6.0,13600.0
56.0,1.0,12.0,1.0,6355.0,12.0,1.0,24.0,1.0,3.0,12.0,4000.0
24.0,1.0,16.0,5.0,5400.0,32.0,0.0,40.0,2.0,3.0,32.0,39000.0
29.0,1.0,21.0,5.0,5240.0,6.0,0.0,60.0,1.0,3.0,6.0,85700.0
42.0,6.0,19.0,3.0,6260.0,35.0,0.0,28.0,1.0,3.0,35.0,8000.0
57.0,1.0,16.0,1.0,4720.0,6.0,0.0,35.0,2.0,3.0,6.0,30000.0
43.0,7.0,16.0,1.0,6200.0,40.0,0.0,30.0,1.0,3.0,40.0,27000.0
53.0,5.0,19.0,1.0,4020.0,4.0,0.0,40.0,1.0,3.0,4.0,35000.0
65.0,1.0,19.0,2.0,410.0,17.0,0.0,40.0,2.0,3.0,6.0,4000.0
39.0,3.0,18.0,1.0,8830.0,6.0,2.0,60.0,1.0,3.0,6.0,40000.0
54.0,7.0,22.0,1.0,710.0,46.0,1.0,40.0,2.0,3.0,46.0,45000.0
28.0,5.0,22.0,5.0,1530.0,35.0,0.0,40.0,1.0,3.0,35.0,112000.0
48.0,1.0,15.0,3.0,4720.0,6.0,0.0,37.0,2.0,3.0,6.0,32950.0
57.0,5.0,19.0,5.0,5860.0,4.0,0.0,40.0,2.0,3.0,4.0,48000.0
50.0,1.0,13.0,5.0,4230.0,30.0,17.0,40.0,2.0,3.0,30.0,18000.0
32.0,3.0,19.0,4.0,2025.0,56.0,0.0,40.0,2.0,3.0,35.0,28000.0
44.0,5.0,21.0,4.0,2011.0,40.0,2.0,40.0,1.0,3.0,40.0,53500.0
35.0,1.0,17.0,5.0,4230.0,40.0,0.0,20.0,2.0,3.0,40.0,4600.0
60.0,3.0,16.0,1.0,8140.0,30.0,0.0,40.0,1.0,3.0,30.0,22000.0
50.0,1.0,13.0,5.0,4230.0,30.0,17.0,40.0,2.0,3.0,30.0,18000.0
47.0,1.0,12.0,1.0,7200.0,303.0,1.0,40.0,1.0,3.0,4.0,18000.0
58.0,3.0,19.0,1.0,9150.0,35.0,1.0,40.0,2.0,3.0,35.0,30000.0
48.0,5.0,21.0,1.0,1105.0,40.0,9.0,40.0,1.0,3.0,40.0,60000.0
28.0,1.0,16.0,5.0,4110.0,35.0,13.0,40.0,2.0,3.0,35.0,19400.0
56.0,3.0,16.0,5.0,310.0,27.0,0.0,30.0,2.0,3.0,27.0,34000.0
25.0,3.0,19.0,5.0,3602.0,5.0,7.0,18.0,2.0,3.0,6.0,17800.0
21.0,1.0,19.0,5.0,310.0,4.0,5.0,40.0,1.0,3.0,4.0,25000.0
36.0,1.0,12.0,5.0,3602.0,35.0,0.0,10.0,1.0,3.0,35.0,1000.0
47.0,1.0,20.0,3.0,2555.0,46.0,0.0,40.0,1.0,3.0,46.0,30000.0
48.0,3.0,22.0,1.0,10.0,38.0,0.0,40.0,1.0,3.0,38.0,268000.0
56.0,1.0,18.0,1.0,5020.0,40.0,1.0,40.0,1.0,3.0,40.0,57000.0
25.0,6.0,18.0,5.0,8140.0,40.0,0.0,25.0,1.0,3.0,40.0,12500.0
22.0,3.0,19.0,5.0,4720.0,31.0,2.0,40.0,1.0,3.0,31.0,26500.0
49.0,7.0,20.0,1.0,10.0,303.0,0.0,60.0,1.0,3.0,15.0,110000.0
38.0,3.0,19.0,1.0,6260.0,35.0,0.0,40.0,1.0,3.0,35.0,31000.0
43.0,7.0,16.0,1.0,6200.0,40.0,0.0,30.0,1.0,3.0,40.0,27000.0
50.0,1.0,21.0,3.0,1305.0,36.0,0.0,40.0,1.0,3.0,36.0,80000.0
43.0,1.0,20.0,4.0,3645.0,35.0,0.0,30.0,2.0,3.0,35.0,26000.0
23.0,3.0,16.0,5.0,3930.0,46.0,7.0,40.0,1.0,3.0,46.0,24300.0
25.0,6.0,18.0,5.0,8140.0,40.0,0.0,25.0,1.0,3.0,40.0,12500.0
57.0,1.0,16.0,1.0,4720.0,6.0,0.0,35.0,2.0,3.0,6.0,30000.0
22.0,1.0,16.0,5.0,4020.0,30.0,3.0,45.0,1.0,3.0,17.0,22800.0
37.0,3.0,19.0,1.0,2310.0,16.0,9.0,40.0,1.0,3.0,32.0,52000.0
32.0,7.0,16.0,5.0,420.0,6.0,0.0,50.0,1.0,3.0,6.0,107000.0
47.0,1.0,16.0,5.0,9640.0,53.0,2.0,40.0,1.0,3.0,55.0,29450.0
33.0,2.0,21.0,3.0,2014.0,53.0,0.0,40.0,2.0,3.0,6.0,36000.0
60.0,1.0,20.0,3.0,4720.0,40.0,0.0,30.0,2.0,3.0,40.0,1500.0
27.0,1.0,19.0,5.0,6050.0,56.0,7.0,40.0,1.0,3.0,56.0,32000.0
36.0,5.0,21.0,1.0,9810.0,30.0,0.0,60.0,1.0,3.0,48.0,46700.0
30.0,3.0,20.0,3.0,2555.0,30.0,0.0,45.0,1.0,3.0,30.0,33000.0
72.0,3.0,1.0,1.0,3601.0,303.0,15.0,20.0,2.0,3.0,6.0,13000.0
50.0,1.0,16.0,3.0,4700.0,18.0,0.0,40.0,2.0,3.0,18.0,40000.0
45.0,7.0,22.0,5.0,10.0,26.0,0.0,65.0,1.0,3.0,26.0,162800.0
60.0,1.0,20.0,3.0,4720.0,40.0,0.0,30.0,2.0,3.0,40.0,1500.0
68.0,5.0,16.0,3.0,230.0,30.0,0.0,40.0,1.0,3.0,41.0,229000.0
64.0,2.0,20.0,1.0,800.0,37.0,0.0,40.0,2.0,3.0,37.0,25500.0
72.0,3.0,1.0,1.0,3601.0,303.0,15.0,20.0,2.0,3.0,6.0,13000.0
54.0,7.0,22.0,1.0,710.0,46.0,1.0,40.0,2.0,3.0,46.0,45000.0
28.0,1.0,16.0,5.0,4110.0,35.0,13.0,40.0,2.0,3.0,35.0,19400.0
56.0,1.0,15.0,1.0,6442.0,6.0,0.0,35.0,1.0,3.0,6.0,113000.0
58.0,1.0,16.0,4.0,310.0,303.0,0.0,60.0,2.0,3.0,6.0,30000.0
58.0,4.0,21.0,5.0,2310.0,34.0,0.0,35.0,2.0,3.0,34.0,61010.0
22.0,3.0,19.0,5.0,4720.0,31.0,2.0,40.0,1.0,3.0,31.0,26500.0
60.0,1.0,24.0,1.0,2100.0,20.0,0.0,40.0,2.0,3.0,12.0,31500.0
32.0,5.0,16.0,1.0,3602.0,4.0,0.0,40.0,2.0,3.0,4.0,15200.0
41.0,2.0,13.0,1.0,3255.0,36.0,0.0,40.0,2.0,3.0,36.0,125000.0
33.0,1.0,21.0,5.0,8740.0,4.0,2.0,40.0,1.0,3.0,4.0,20000.0
63.0,1.0,19.0,1.0,9005.0,2.0,0.0,60.0,1.0,3.0,53.0,94000.0
26.0,2.0,20.0,5.0,910.0,36.0,13.0,40.0,1.0,3.0,36.0,41600.0
50.0,4.0,21.0,5.0,2310.0,49.0,0.0,50.0,2.0,3.0,49.0,55000.0
